Title,Price,Property Details,Predicted Label,Predicted Score
Luxury Modern Tropical Villa 3BR for Sale in Nusa Dua Bali,6000000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '200', 'value': '200', 'key_name': 'Luas bangunan', 'formatted_value': '200'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '300', 'value': '300', 'key_name': 'Luas tanah', 'formatted_value': '300'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar Mandi', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.5687444806098938
Tanah Dekat Macdonal Jimbaran View Luat (TJBN22),2250000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Dijual', 'value': 'dijual', 'key_name': 'Tipe', 'formatted_value': 'Dijual'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '300', 'value': '300', 'key_name': 'Luas tanah', 'formatted_value': '300'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Jimbaran', 'value': 'Jimbaran', 'key_name': 'Alamat lokasi', 'formatted_value': 'Jimbaran'}]",not expensive,0.6850619316101074
For Rent Daily 2 Bedrooms Modern Villa in Jimbaran Bali - BVI25044,1950000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '110', 'value': '110', 'key_name': 'Luas bangunan', 'formatted_value': '110'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '185', 'value': '185', 'key_name': 'Luas tanah', 'formatted_value': '185'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '1', 'value': '1', 'key_name': 'Lantai', 'formatted_value': '1'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'waterheater'}, {'value': 'garden'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.8515430688858032
Di jual modern vila di taman jimbaran,1850000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '64', 'value': '64', 'key_name': 'Luas bangunan', 'formatted_value': '64'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '80', 'value': '80', 'key_name': 'Luas tanah', 'formatted_value': '80'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.8065857291221619
Dijual Kos Kosan 1 lantai dan Ruko 2 lantai lokasi dekat SMA 2 tabanan,1100000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '150', 'value': '150', 'key_name': 'Luas bangunan', 'formatted_value': '150'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '290', 'value': '290', 'key_name': 'Luas tanah', 'formatted_value': '290'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '8', 'value': '8', 'key_name': 'Kamar tidur', 'formatted_value': '8'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '8', 'value': '8', 'key_name': 'Kamar Mandi', 'formatted_value': '8'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}]",not expensive,0.794806957244873
H Villa Canggu Bali 2 Lantai Free Pool Lokasi Dekat Atlas Beach Club,750000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '108', 'value': '108', 'key_name': 'Luas bangunan', 'formatted_value': '108'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '96', 'value': '96', 'key_name': 'Luas tanah', 'formatted_value': '96'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}]",not expensive,0.7702763080596924
The Kuwum House. Beautifully furnished and Tastefully decorated Villa,8000000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '280', 'value': '280', 'key_name': 'Luas bangunan', 'formatted_value': '280'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '300', 'value': '300', 'key_name': 'Luas tanah', 'formatted_value': '300'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar Mandi', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'waterheater'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.7817034125328064
"Dijual Villa Lokasi Di Babakan Canggu, Bali",10000000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '500', 'value': '500', 'key_name': 'Luas bangunan', 'formatted_value': '500'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '1000', 'value': '1000', 'key_name': 'Luas tanah', 'formatted_value': '1000'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar tidur', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar Mandi', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'waterheater'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.7821169495582581
Rumah Mewah di Canggu 3 Bedroom cuma 11 Unit harga perdana,4300000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '137', 'value': '137', 'key_name': 'Luas bangunan', 'formatted_value': '137'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '120', 'value': '120', 'key_name': 'Luas tanah', 'formatted_value': '120'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar Mandi', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}]",not expensive,0.6836476922035217
RUMAH YANG STRATEGIS AMAN DAN NYAMAN BONUS  FULL FURNISH,700000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '70', 'value': '70', 'key_name': 'Luas bangunan', 'formatted_value': '70'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '40', 'value': '40', 'key_name': 'Luas tanah', 'formatted_value': '40'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar tidur', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '1', 'value': '1', 'key_name': 'Kamar Mandi', 'formatted_value': '1'}, {'type': 'single', 'key': 'p_floor', 'value_name': '0', 'value': '0', 'key_name': 'Lantai', 'formatted_value': '0'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'garden'}, {'value': 'garasi'}], 'key_name': 'Fasilitas'}]",not expensive,0.6624788045883179
Rumah bagus villa,991000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Rumah', 'value': 'rumah', 'key_name': 'Tipe', 'formatted_value': 'Rumah'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '86', 'value': '86', 'key_name': 'Luas bangunan', 'formatted_value': '86'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '72', 'value': '72', 'key_name': 'Luas tanah', 'formatted_value': '72'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'carport'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Jalan Nangka perumahan permata arsandi', 'value': 'Jalan Nangka perumahan permata arsandi', 'key_name': 'Alamat lokasi', 'formatted_value': 'Jalan Nangka perumahan permata arsandi'}]",not expensive,0.6378953456878662
Rumah Baru siap huni type 65/100 daerah Sasih Batu Bulan,730000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Rumah', 'value': 'rumah', 'key_name': 'Tipe', 'formatted_value': 'Rumah'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '65', 'value': '65', 'key_name': 'Luas bangunan', 'formatted_value': '65'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '100', 'value': '100', 'key_name': 'Luas tanah', 'formatted_value': '100'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '2', 'value': '2', 'key_name': 'Kamar Mandi', 'formatted_value': '2'}, {'type': 'single', 'key': 'p_floor', 'value_name': '1', 'value': '1', 'key_name': 'Lantai', 'formatted_value': '1'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'carport'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Perumahan Bumi Sasih Asri Blok II F, Jln. Praptu Made Rambung, Banjar Sasih, Batu Bulan', 'value': 'Perumahan Bumi Sasih Asri Blok II F, Jln. Praptu Made Rambung, Banjar Sasih, Batu Bulan', 'key_name': 'Alamat lokasi', 'formatted_value': 'Perumahan Bumi Sasih Asri Blok II F, Jln. Praptu Made Rambung, Banjar Sasih, Batu Bulan'}]",not expensive,0.6967907547950745
BU DISC BESAR Dijual Sharing Unit D'luxor Condotel,155000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartemen', 'value': 'apartemen', 'key_name': 'Tipe', 'formatted_value': 'Apartemen'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '36', 'value': '36', 'key_name': 'Luas bangunan', 'formatted_value': '36'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '36', 'value': '36', 'key_name': 'Luas tanah', 'formatted_value': '36'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '1', 'value': '1', 'key_name': 'Kamar tidur', 'formatted_value': '1'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '1', 'value': '1', 'key_name': 'Kamar Mandi', 'formatted_value': '1'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'swimmingpool'}, {'value': 'carport'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'telephone'}, {'value': 'pam'}, {'value': 'waterheater'}, {'value': 'microwave'}, {'value': 'stove'}, {'value': 'refrigerator'}, {'value': 'oven'}, {'value': 'fireextenguisher'}, {'value': 'gordyn'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Between Raya Kuta Street and Sunset Road Bali', 'value': 'Between Raya Kuta Street and Sunset Road Bali', 'key_name': 'Alamat lokasi', 'formatted_value': 'Between Raya Kuta Street and Sunset Road Bali'}]",not expensive,0.5364638566970825
Dijual Rumah Indent 140/108 di Lokasi Premium di Jimbaran Bali,2100000000,"[{'type': 'single', 'key': 'type', 'value_name': 'Rumah', 'value': 'rumah', 'key_name': 'Tipe', 'formatted_value': 'Rumah'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '140', 'value': '140', 'key_name': 'Luas bangunan', 'formatted_value': '140'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '108', 'value': '108', 'key_name': 'Luas tanah', 'formatted_value': '108'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '4', 'value': '4', 'key_name': 'Kamar Mandi', 'formatted_value': '4'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'garasi'}, {'value': 'garden'}, {'value': 'pam'}, {'value': 'waterheater'}], 'key_name': 'Fasilitas'}, {'type': 'single', 'key': 'p_certificate', 'value_name': 'SHM - Sertifikat Hak Milik', 'value': 'shm-sertifikathakmilik', 'key_name': 'Sertifikasi', 'formatted_value': 'SHM - Sertifikat Hak Milik'}, {'type': 'single', 'key': 'p_alamat', 'value_name': 'Perumahan Terrace Campus Jimbaran', 'value': 'Perumahan Terrace Campus Jimbaran', 'key_name': 'Alamat lokasi', 'formatted_value': 'Perumahan Terrace Campus Jimbaran'}]",not expensive,0.5600406527519226
kebun durian los sungai dekat exit tol pekutatan,2600000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '26000', 'value': '26000', 'key_name': 'Luas tanah', 'formatted_value': '26000'}]",not expensive,0.7005707025527954
LUXURY VILLA BAWIKA+PRIVATE POOL DAN  BANYAK BONUS,5900000000,"[{'type': 'single', 'key': 'type', 'value_name': '', 'value': '', 'key_name': 'Tipe'}, {'type': 'single', 'key': 'p_sqr_building', 'value_name': '280', 'value': '280', 'key_name': 'Luas bangunan', 'formatted_value': '280'}, {'type': 'single', 'key': 'p_sqr_land', 'value_name': '160', 'value': '160', 'key_name': 'Luas tanah', 'formatted_value': '160'}, {'type': 'single', 'key': 'p_bedroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar tidur', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_bathroom', 'value_name': '3', 'value': '3', 'key_name': 'Kamar Mandi', 'formatted_value': '3'}, {'type': 'single', 'key': 'p_floor', 'value_name': '2', 'value': '2', 'key_name': 'Lantai', 'formatted_value': '2'}, {'type': 'multi', 'key': 'p_facility', 'values': [{'value': 'ac'}, {'value': 'waterheater'}, {'value': 'telephone'}, {'value': 'garden'}, {'value': 'garasi'}, {'value': 'swimmingpool'}], 'key_name': 'Fasilitas'}]",not expensive,0.7099884748458862
